Entry	Entry name	Status	Gene names	EnsemblPlants transcript	Cross-reference (STRING)
A0A3Q7IPP9	A0A3Q7IPP9_SOLLC	unreviewed	101246199	Solyc11g007130.2.1;	
A0A3Q7IVG2	A0A3Q7IVG2_SOLLC	unreviewed		Solyc11g028010.2.1;	
A0A3Q7EM04	A0A3Q7EM04_SOLLC	unreviewed	101247858	Solyc01g094930.3.1;	
A0A3Q7J776	A0A3Q7J776_SOLLC	unreviewed		Solyc10g009210.3.1;	
A0A3Q7G847	A0A3Q7G847_SOLLC	unreviewed	101244769	Solyc04g072640.3.1;	
A0A3Q7GWA6	A0A3Q7GWA6_SOLLC	unreviewed		Solyc06g066390.2.1;	
A0A3Q7IEQ1	A0A3Q7IEQ1_SOLLC	unreviewed	101258677	Solyc08g007450.1.1;	
A0A3Q7J945	A0A3Q7J945_SOLLC	unreviewed		Solyc12g044195.1.1;	
A0A3Q7J6Q9	A0A3Q7J6Q9_SOLLC	unreviewed		Solyc12g017923.1.1;	
A0A3Q7FBT3	A0A3Q7FBT3_SOLLC	unreviewed		Solyc02g093447.1.1;	
A0A3Q7FZH8	A0A3Q7FZH8_SOLLC	unreviewed	101248930	Solyc02g092940.3.1;	
A0A3Q7HAX0	A0A3Q7HAX0_SOLLC	unreviewed		Solyc07g032450.1.1;	
A0A3Q7HPD9	A0A3Q7HPD9_SOLLC	unreviewed		Solyc06g053657.1.1;	
A0A3Q7FQH3	A0A3Q7FQH3_SOLLC	unreviewed		Solyc03g097510.1.1;	
A0A3Q7IRP2	A0A3Q7IRP2_SOLLC	unreviewed	101262978	Solyc11g011460.2.1;	
A0A3Q7HRU7	A0A3Q7HRU7_SOLLC	unreviewed		Solyc06g064650.3.1;	
A0A3Q7FWP1	A0A3Q7FWP1_SOLLC	unreviewed		Solyc03g120210.2.1;	
A0A3Q7FZN9	A0A3Q7FZN9_SOLLC	unreviewed	101252976	Solyc04g011790.1.1;	
A0A3Q7JRP8	A0A3Q7JRP8_SOLLC	unreviewed		Solyc12g007310.2.1;	
A0A3Q7I2X7	A0A3Q7I2X7_SOLLC	unreviewed		Solyc09g042573.1.1;	
A0A3Q7J2N4	A0A3Q7J2N4_SOLLC	unreviewed		Solyc12g007010.2.1;	
A0A3Q7J1V4	A0A3Q7J1V4_SOLLC	unreviewed		Solyc11g073070.1.1;	
A0A3Q7GL55	A0A3Q7GL55_SOLLC	unreviewed	101268762	Solyc05g055350.3.1;	
A0A3Q7ET60	A0A3Q7ET60_SOLLC	unreviewed		Solyc01g108800.3.1;	
A0A3Q7HJX3	A0A3Q7HJX3_SOLLC	unreviewed		Solyc08g006025.1.1;	
A0A3Q7ETX5	A0A3Q7ETX5_SOLLC	unreviewed		Solyc01g111020.3.1;	
A0A3Q7HG09	A0A3Q7HG09_SOLLC	unreviewed	101247538	Solyc07g056330.3.1;	
A0A3Q7H0E3	A0A3Q7H0E3_SOLLC	unreviewed		Solyc06g075517.1.1;	
A0A3Q7FDY2	A0A3Q7FDY2_SOLLC	unreviewed	101260609	Solyc03g007760.3.1;	
A0A3Q7GXQ5	A0A3Q7GXQ5_SOLLC	unreviewed	101258378	Solyc06g068400.3.1;	
A0A3Q7HF13	A0A3Q7HF13_SOLLC	unreviewed	101260836	Solyc07g054430.3.1;	
A0A3Q7GQN1	A0A3Q7GQN1_SOLLC	unreviewed		Solyc06g011335.1.1;	
A0A3Q7GZ44	A0A3Q7GZ44_SOLLC	unreviewed		Solyc06g071925.1.1;	
A0A3Q7F1I6	A0A3Q7F1I6_SOLLC	unreviewed		Solyc02g065360.3.1;	
A0A3Q7FNP8	A0A3Q7FNP8_SOLLC	unreviewed		Solyc03g098110.3.1;	
A0A3Q7EZF6	A0A3Q7EZF6_SOLLC	unreviewed		Solyc02g065055.1.1;	
A0A3Q7H6P3	A0A3Q7H6P3_SOLLC	unreviewed		Solyc07g020966.1.1;	
K4BAM0	K4BAM0_SOLLC	unreviewed		Solyc02g083520.2.1;	4081.Solyc02g083520.2.1;
A0A3Q7IW54	A0A3Q7IW54_SOLLC	unreviewed		Solyc09g018420.2.1;	
A0A494G8Z6	A0A494G8Z6_SOLLC	unreviewed		Solyc00g019980.2.1;	
A0A3Q7JFE5	A0A3Q7JFE5_SOLLC	unreviewed		Solyc10g080380.1.1;	
A0A3Q7FEQ3	A0A3Q7FEQ3_SOLLC	unreviewed		Solyc01g111190.3.1;	
A0A3Q7EZX8	A0A3Q7EZX8_SOLLC	unreviewed		Solyc02g064640.3.1;	
A0A3Q7IGM2	A0A3Q7IGM2_SOLLC	unreviewed	101267944	Solyc10g051270.2.1;	
A0A494GA38	A0A494GA38_SOLLC	unreviewed		Solyc00g171810.3.1;	
A0A3Q7JAN1	A0A3Q7JAN1_SOLLC	unreviewed	101244164	Solyc12g044250.2.1;	
A0A3Q7F6L2	A0A3Q7F6L2_SOLLC	unreviewed		Solyc02g079620.2.1;	
A0A3Q7FE19	A0A3Q7FE19_SOLLC	unreviewed		Solyc01g110190.3.1;	
A0A3Q7FAV9	A0A3Q7FAV9_SOLLC	unreviewed	101262666	Solyc01g104790.3.1;	
A0A3Q7JA83	A0A3Q7JA83_SOLLC	unreviewed		Solyc12g044860.2.1;	
A0A3Q7HJ82	A0A3Q7HJ82_SOLLC	unreviewed		Solyc08g015810.2.1;	
A0A3Q7GP48	A0A3Q7GP48_SOLLC	unreviewed		Solyc05g055020.3.1;	
A0A494G9U4	A0A494G9U4_SOLLC	unreviewed		Solyc00g110870.3.1;	
A0A3Q7FNJ5	A0A3Q7FNJ5_SOLLC	unreviewed		Solyc03g093145.1.1;	
A0A3Q7FEA4	A0A3Q7FEA4_SOLLC	unreviewed	101268622	Solyc01g110490.3.1;	
A0A3Q7EWK9	A0A3Q7EWK9_SOLLC	unreviewed		Solyc02g022900.3.1;	
A0A3Q7HYZ4	A0A3Q7HYZ4_SOLLC	unreviewed		Solyc06g084390.3.1;	
A0A3Q7IAT7	A0A3Q7IAT7_SOLLC	unreviewed		Solyc10g005680.2.1;	
E3USC6	E3USC6_SOLLC	unreviewed	ARF19-1		
A0A3Q7FLS8	A0A3Q7FLS8_SOLLC	unreviewed		Solyc03g077950.2.1;	
A0A3Q7EX02	A0A3Q7EX02_SOLLC	unreviewed		Solyc02g011870.2.1;	
A0A3Q7FQ30	A0A3Q7FQ30_SOLLC	unreviewed		Solyc02g077190.2.1;	
A0A3Q7J5A4	A0A3Q7J5A4_SOLLC	unreviewed	101261491	Solyc12g014310.2.1;	
A0A3Q7HK11	A0A3Q7HK11_SOLLC	unreviewed		Solyc08g023630.3.1;	
A0A3Q7H9Y7	A0A3Q7H9Y7_SOLLC	unreviewed		Solyc07g021170.2.1;	
A0A3Q7HX53	A0A3Q7HX53_SOLLC	unreviewed		Solyc09g009010.3.1;	
A0A3Q7H8Y4	A0A3Q7H8Y4_SOLLC	unreviewed	101267311	Solyc05g013510.3.1;	
A0A3Q7F7J7	A0A3Q7F7J7_SOLLC	unreviewed		Solyc01g098725.1.1;	
A0A3Q7F5W8	A0A3Q7F5W8_SOLLC	unreviewed		Solyc02g080790.3.1;	
A0A3Q7H6E3	A0A3Q7H6E3_SOLLC	unreviewed	101259759	Solyc07g006320.3.1;	
A0A3Q7HZ70	A0A3Q7HZ70_SOLLC	unreviewed		Solyc09g015880.3.1;	
A0A3Q7GN00	A0A3Q7GN00_SOLLC	unreviewed		Solyc05g050400.3.1;	
A0A3Q7HV00	A0A3Q7HV00_SOLLC	unreviewed		Solyc08g082500.2.1;	
A0A3Q7GWU7	A0A3Q7GWU7_SOLLC	unreviewed	101243899	Solyc06g065690.3.1;	
A0A3Q7EPM6	A0A3Q7EPM6_SOLLC	unreviewed		Solyc01g103120.3.1;	
A0A3Q7G146	A0A3Q7G146_SOLLC	unreviewed		Solyc04g016295.1.1;	
A0A3Q7GBA1	A0A3Q7GBA1_SOLLC	unreviewed	101247818	Solyc04g081120.1.1;	
A0A494G9X6	A0A494G9X6_SOLLC	unreviewed		Solyc00g129670.2.1;	
A0A3Q7GF77	A0A3Q7GF77_SOLLC	unreviewed		Solyc05g010583.1.1;	
A0A3Q7ICV7	A0A3Q7ICV7_SOLLC	unreviewed		Solyc10g009350.3.1;	
A0A3Q7J4U7	A0A3Q7J4U7_SOLLC	unreviewed		Solyc12g010980.2.1;	
A0A3Q7F081	A0A3Q7F081_SOLLC	unreviewed	101260262	Solyc01g068130.3.1;	
A0A3Q7G0L9	A0A3Q7G0L9_SOLLC	unreviewed	101262099	Solyc04g016260.3.1;	
A0A3Q7JFH7	A0A3Q7JFH7_SOLLC	unreviewed	101265689	Solyc10g080590.2.1;	
A0A3Q7HYF3	A0A3Q7HYF3_SOLLC	unreviewed		Solyc09g011110.1.1;	
A0A3Q7GY95	A0A3Q7GY95_SOLLC	unreviewed		Solyc06g071680.3.1;	
A0A3Q7HBR5	A0A3Q7HBR5_SOLLC	unreviewed	101257282	Solyc07g041310.3.1;	
A0A3Q7GY72	A0A3Q7GY72_SOLLC	unreviewed		Solyc06g063020.3.1;	
A0A3Q7IUE0	A0A3Q7IUE0_SOLLC	unreviewed		Solyc11g027988.1.1;	
A0A3Q7HQ78	A0A3Q7HQ78_SOLLC	unreviewed		Solyc08g074755.1.1;	
A0A3Q7H5U9	A0A3Q7H5U9_SOLLC	unreviewed		Solyc05g007470.3.1;	
Q3LG51	Q3LG51_SOLLC	unreviewed	nii1		
A0A3Q7ET87	A0A3Q7ET87_SOLLC	unreviewed		Solyc01g010035.1.1;	
A0A3Q7E926	A0A3Q7E926_SOLLC	unreviewed		Solyc01g006735.1.1;	
A0A3Q7HLA8	A0A3Q7HLA8_SOLLC	unreviewed		Solyc08g013752.1.1;	
A0A3Q7FFF5	A0A3Q7FFF5_SOLLC	unreviewed		Solyc02g005183.1.1;	
A0A3Q7H345	A0A3Q7H345_SOLLC	unreviewed		Solyc06g084626.1.1;	
A0A3Q7EN33	A0A3Q7EN33_SOLLC	unreviewed		Solyc01g098805.1.1;	
A0A3Q7IXB0	A0A3Q7IXB0_SOLLC	unreviewed		Solyc11g056390.1.1;	
A0A3Q7JYU4	A0A3Q7JYU4_SOLLC	unreviewed		Solyc12g099450.2.1;	
A0A3Q7FBZ2	A0A3Q7FBZ2_SOLLC	unreviewed	101260781	Solyc02g089960.3.1;	
A0A3Q7GLF6	A0A3Q7GLF6_SOLLC	unreviewed		Solyc05g041300.2.1;	
A0A3Q7JFT2	A0A3Q7JFT2_SOLLC	unreviewed		Solyc12g099980.2.1;	
A0A3Q7I4U2	A0A3Q7I4U2_SOLLC	unreviewed		Solyc07g038170.1.1;	
A0A3Q7GYZ9	A0A3Q7GYZ9_SOLLC	unreviewed	101252196	Solyc06g065540.3.1;	
A0A3Q7EH12	A0A3Q7EH12_SOLLC	unreviewed	101244805	Solyc01g079540.3.1;	
A0A3Q7HC02	A0A3Q7HC02_SOLLC	unreviewed		Solyc05g024385.1.1;	
A0A3Q7FSL1	A0A3Q7FSL1_SOLLC	unreviewed		Solyc03g118690.3.1;	
A0A3Q7FA76	A0A3Q7FA76_SOLLC	unreviewed	101257918	Solyc02g086520.3.1;	
A0A3Q7JVG1	A0A3Q7JVG1_SOLLC	unreviewed		Solyc12g038843.1.1;	
A0A3Q7FWE4	A0A3Q7FWE4_SOLLC	unreviewed		Solyc03g123780.3.1;	
A0A3Q7F4Q1	A0A3Q7F4Q1_SOLLC	unreviewed	101250471	Solyc02g072140.1.1;	
A0A3Q7E9X5	A0A3Q7E9X5_SOLLC	unreviewed	101265569	Solyc01g009820.3.1;	
G5CV50	G5CV50_SOLLC	unreviewed	TPS24		
A0A3Q7HB47	A0A3Q7HB47_SOLLC	unreviewed		Solyc07g037950.1.1;	
A0A3Q7FAJ8	A0A3Q7FAJ8_SOLLC	unreviewed	101243659	Solyc02g087210.3.1;	
A0A3Q7EU49	A0A3Q7EU49_SOLLC	unreviewed	104645436	Solyc01g110930.1.1;	
A0A3Q7FR89	A0A3Q7FR89_SOLLC	unreviewed		Solyc03g111883.1.1;	
A0A3Q7HBV8	A0A3Q7HBV8_SOLLC	unreviewed		Solyc07g053240.3.1;	
A0A3Q7H4E2	A0A3Q7H4E2_SOLLC	unreviewed		Solyc07g007380.3.1;	
A0A3Q7IJA2	A0A3Q7IJA2_SOLLC	unreviewed	101252935	Solyc10g074570.2.1;	
A0A3Q7JIS6	A0A3Q7JIS6_SOLLC	unreviewed	101261982	Solyc11g010190.1.1;	
A0A3Q7ICA8	A0A3Q7ICA8_SOLLC	unreviewed	101254842	Solyc10g012160.3.1;	
A0A3Q7J097	A0A3Q7J097_SOLLC	unreviewed		Solyc11g069810.2.1;	
A0A3Q7HJT8	A0A3Q7HJT8_SOLLC	unreviewed		Solyc08g022060.1.1;	
A0A3Q7GWZ9	A0A3Q7GWZ9_SOLLC	unreviewed		Solyc06g059805.1.1;	
A0A3Q7GXS8	A0A3Q7GXS8_SOLLC	unreviewed		Solyc04g056450.3.1;	
A0A3Q7FWL2	A0A3Q7FWL2_SOLLC	unreviewed	101258551	Solyc04g005080.3.1;	
A0A3Q7G5G8	A0A3Q7G5G8_SOLLC	unreviewed	101248870	Solyc04g057890.3.1;	
A0A3Q7JC81	A0A3Q7JC81_SOLLC	unreviewed		Solyc12g094480.2.1;	
A0A3Q7ED60	A0A3Q7ED60_SOLLC	unreviewed		Solyc01g020240.3.1;	
A0A3Q7HVQ5	A0A3Q7HVQ5_SOLLC	unreviewed	101245869	Solyc08g080360.3.1;	
Q84XB1	Q84XB1_SOLLC	unreviewed	ERF3		
A0A3Q7FC75	A0A3Q7FC75_SOLLC	unreviewed		Solyc02g090395.1.1;	
A0A1D8DFS4	A0A1D8DFS4_SOLLC	unreviewed	INO		
A0A3Q7H4F6	A0A3Q7H4F6_SOLLC	unreviewed		Solyc07g007460.2.1;	
A0A3Q7F9F5	A0A3Q7F9F5_SOLLC	unreviewed		Solyc02g084840.3.1;	
A0A3Q7JF86	A0A3Q7JF86_SOLLC	unreviewed	101266882	Solyc10g079890.2.1;	
A0A3Q7HN84	A0A3Q7HN84_SOLLC	unreviewed		Solyc08g029404.1.1;	
A0A3Q7F561	A0A3Q7F561_SOLLC	unreviewed		Solyc02g079440.2.1;	
A0A3Q7IEW4	A0A3Q7IEW4_SOLLC	unreviewed		Solyc10g039195.1.1;	
A0A3Q7GCT5	A0A3Q7GCT5_SOLLC	unreviewed		Solyc05g013180.3.1;	
A0A3Q7ILP1	A0A3Q7ILP1_SOLLC	unreviewed	101263652	Solyc10g083630.2.1;	
A0A3Q7EMU5	A0A3Q7EMU5_SOLLC	unreviewed	101262870	Solyc01g098790.2.1;	
K4DFY1	K4DFY1_SOLLC	unreviewed	101257640	Solyc12g056500.1.1;	
K4AX46	K4AX46_SOLLC	unreviewed		Solyc01g067980.1.1;	4081.Solyc01g067980.1.1;
G9HPW3	G9HPW3_SOLLC	unreviewed			4081.Solyc03g120390.2.1;
K4B3Y8	K4B3Y8_SOLLC	unreviewed	101258415	Solyc01g111260.2.1;	4081.Solyc01g111260.2.1;
K4D3N6	K4D3N6_SOLLC	unreviewed	101255448	Solyc10g084500.1.1;	
Q40140	Q40140_SOLLC	unreviewed			4081.Solyc01g101240.2.1;
K4DCE4	K4DCE4_SOLLC	unreviewed	101252464	Solyc12g010570.1.1;	4081.Solyc12g010570.1.1;
K4BG02	K4BG02_SOLLC	unreviewed		Solyc03g043820.1.1;	
G8Z255	G8Z255_SOLLC	unreviewed			4081.Solyc08g076820.2.1;
K4CD79	K4CD79_SOLLC	unreviewed		Solyc07g025290.1.1;	
K4DG04	K4DG04_SOLLC	unreviewed	101255277	Solyc12g056730.1.1;	
A0A3Q7FBL3	A0A3Q7FBL3_SOLLC	unreviewed	101249695	Solyc02g089290.3.1;	
K4DE83	K4DE83_SOLLC	unreviewed	101253165	Solyc12g036260.1.1;	4081.Solyc12g036260.1.1;
K4B697	K4B697_SOLLC	unreviewed	104646073	Solyc02g062070.1.1;	
K4D043	K4D043_SOLLC	unreviewed	LecRK Solyc10g047810.1.1		
K4BN03	K4BN03_SOLLC	unreviewed		Solyc03g122050.1.1;	4081.Solyc03g122050.1.1;
K4D3E2	K4D3E2_SOLLC	unreviewed		Solyc10g083550.1.1;	4081.Solyc10g083550.1.1;
K4DD10	K4DD10_SOLLC	unreviewed		Solyc12g015750.1.1;	
K4BMT0	K4BMT0_SOLLC	unreviewed		Solyc03g121310.2.1;	4081.Solyc03g121310.2.1;
K4AUG5	K4AUG5_SOLLC	unreviewed		Solyc01g016300.1.1;	
K4B4G0	K4B4G0_SOLLC	unreviewed		Solyc02g005600.1.1;	4081.Solyc02g005600.1.1;
K4C2Q7	K4C2Q7_SOLLC	unreviewed		Solyc05g055820.2.1;	4081.Solyc05g055820.2.1;
K4CYI7	K4CYI7_SOLLC	unreviewed		Solyc10g012100.1.1;	4081.Solyc10g012100.1.1;
K4D189	K4D189_SOLLC	unreviewed		Solyc10g054960.1.1;	
K4CBV9	K4CBV9_SOLLC	unreviewed	MRLK3		4081.Solyc07g008400.1.1;
K4CW74	K4CW74_SOLLC	unreviewed	101259883	Solyc09g090480.2.1;	
K4C0M8	K4C0M8_SOLLC	unreviewed		Solyc05g044450.1.1;	4081.Solyc05g044450.1.1;
K4CPI2	K4CPI2_SOLLC	unreviewed		Solyc08g081860.1.1;	
K4BBK3	K4BBK3_SOLLC	unreviewed		Solyc02g086960.2.1;	4081.Solyc02g086960.2.1;
K4B9U3	K4B9U3_SOLLC	unreviewed		Solyc02g080720.1.1;	
K4D789	K4D789_SOLLC	unreviewed		Solyc11g022410.1.1;	
K4DGJ5	K4DGJ5_SOLLC	unreviewed		Solyc12g082750.1.1;	
K4DG67	K4DG67_SOLLC	unreviewed		Solyc12g062410.1.1;	
K4BQ42	K4BQ42_SOLLC	unreviewed	101254376	Solyc04g015390.2.1;	4081.Solyc04g015390.2.1;
A0A3Q7FFD2	A0A3Q7FFD2_SOLLC	unreviewed	101257043	Solyc03g006320.1.1;	
A0A3Q7GUY4	A0A3Q7GUY4_SOLLC	unreviewed		Solyc04g045345.1.1;	
A0A3Q7IHM1	A0A3Q7IHM1_SOLLC	unreviewed		Solyc10g052643.1.1;	
A0A3Q7H9E5	A0A3Q7H9E5_SOLLC	unreviewed	101267907	Solyc07g018140.3.1;	
A0A3Q7I845	A0A3Q7I845_SOLLC	unreviewed	101251621	Solyc09g082310.2.1;	
K4CGZ9	K4CGZ9_SOLLC	unreviewed		Solyc07g063160.2.1;	4081.Solyc07g063160.2.1;
A0A3Q7F7B9	A0A3Q7F7B9_SOLLC	unreviewed		Solyc02g083140.3.1;	
A0A3Q7EM48	A0A3Q7EM48_SOLLC	unreviewed	101262660	Solyc01g095200.3.1;	
K4BZ13	K4BZ13_SOLLC	unreviewed		Solyc05g016510.1.1;	
A0A3Q7EI58	A0A3Q7EI58_SOLLC	unreviewed		Solyc01g080880.3.1;	
A0A3Q7EL02	A0A3Q7EL02_SOLLC	unreviewed		Solyc01g094780.3.1;	
A0A3Q7FAI7	A0A3Q7FAI7_SOLLC	unreviewed		Solyc02g090810.3.1;	
K4CPK8	K4CPK8_SOLLC	unreviewed		Solyc08g082120.2.1;	
A0A3Q7ETK4	A0A3Q7ETK4_SOLLC	unreviewed	101246870	Solyc01g110360.3.1;	
A0A3Q7INX2	A0A3Q7INX2_SOLLC	unreviewed		Solyc10g085360.2.1;	
K4D929	K4D929_SOLLC	unreviewed		Solyc11g062180.1.1;	4081.Solyc11g062180.1.1;
A0A3Q7FIQ6	A0A3Q7FIQ6_SOLLC	unreviewed		Solyc02g049102.1.1;	
K4D1C2	K4D1C2_SOLLC	unreviewed		Solyc10g055300.1.1;	
A0A3Q7J4N4	A0A3Q7J4N4_SOLLC	unreviewed		Solyc12g010560.2.1;	
K4BXH8	K4BXH8_SOLLC	unreviewed		Solyc05g010040.2.1;	
A0A3Q7FWD1	A0A3Q7FWD1_SOLLC	unreviewed		Solyc03g123690.1.1;	
K4D0M6	K4D0M6_SOLLC	unreviewed		Solyc10g050710.1.1;	
K4CUX4	K4CUX4_SOLLC	unreviewed	101243825	Solyc09g072980.2.1;	4081.Solyc09g072980.2.1;
K4CWT0	K4CWT0_SOLLC	unreviewed		Solyc09g092540.1.1;	
A0A2I7ZG61	A0A2I7ZG61_SOLLC	unreviewed	YABBY3		
K4D010	K4D010_SOLLC	unreviewed		Solyc10g047480.1.1;	4081.Solyc10g047480.1.1;
A0A3Q7EJ25	A0A3Q7EJ25_SOLLC	unreviewed		Solyc01g086845.1.1;	
A0A3Q7EDD8	A0A3Q7EDD8_SOLLC	unreviewed		Solyc01g021720.1.1;	
A0A3Q7FZB6	A0A3Q7FZB6_SOLLC	unreviewed		Solyc02g092630.2.1;	
A0A3Q7IBU5	A0A3Q7IBU5_SOLLC	unreviewed	101258282	Solyc07g064130.2.1;	
A0A3Q7GQJ1	A0A3Q7GQJ1_SOLLC	unreviewed	101245464	Solyc06g010060.1.1;	
A0A3Q7GWL2	A0A3Q7GWL2_SOLLC	unreviewed		Solyc04g051397.1.1;	
A0A3Q7JDS3	A0A3Q7JDS3_SOLLC	unreviewed	101259226	Solyc12g099590.1.1;	
A0A3Q7GAH8	A0A3Q7GAH8_SOLLC	unreviewed	101258854	Solyc04g079180.3.1;	
A0A3Q7J3A2	A0A3Q7J3A2_SOLLC	unreviewed	101260176	Solyc09g090470.3.1;	
A0A3Q7IB62	A0A3Q7IB62_SOLLC	unreviewed	104649466	Solyc10g008260.2.1;	
A0A3Q7EQM4	A0A3Q7EQM4_SOLLC	unreviewed		Solyc01g104890.3.1;	
A0A3Q7IZ83	A0A3Q7IZ83_SOLLC	unreviewed	101263458	Solyc09g061890.3.1;	
A0A3Q7FT41	A0A3Q7FT41_SOLLC	unreviewed	101261799	Solyc03g119590.1.1;	
A0A3Q7IKC3	A0A3Q7IKC3_SOLLC	unreviewed		Solyc10g079690.2.1;	
A0A3Q7EXI7	A0A3Q7EXI7_SOLLC	unreviewed		Solyc02g014877.1.1;	
A0A3Q7H1H6	A0A3Q7H1H6_SOLLC	unreviewed		Solyc06g072193.1.1;	
A0A3Q7G4H6	A0A3Q7G4H6_SOLLC	unreviewed		Solyc04g050868.1.1;	
A0A3Q7HCA6	A0A3Q7HCA6_SOLLC	unreviewed		Solyc07g043133.1.1;	
A0A3Q7I6F6	A0A3Q7I6F6_SOLLC	unreviewed	101248516	Solyc09g082280.3.1;	
A0A3Q7EF57	A0A3Q7EF57_SOLLC	unreviewed		Solyc01g058595.1.1;	
A0A3Q7GJS1	A0A3Q7GJS1_SOLLC	unreviewed		Solyc05g026513.1.1;	
A0A3Q7HNV5	A0A3Q7HNV5_SOLLC	unreviewed		Solyc08g048300.2.1;	
A0A3Q7JB63	A0A3Q7JB63_SOLLC	unreviewed	101259223	Solyc12g056620.2.1;	
A0A3Q7GD21	A0A3Q7GD21_SOLLC	unreviewed		Solyc05g013615.1.1;	
A0A3Q7IGI4	A0A3Q7IGI4_SOLLC	unreviewed		Solyc10g051135.1.1;	
A0A3Q7F094	A0A3Q7F094_SOLLC	unreviewed	104645983	Solyc02g061980.3.1;	
A0A3Q7IGW6	A0A3Q7IGW6_SOLLC	unreviewed		Solyc10g052805.1.1;	
A0A3Q7FTM2	A0A3Q7FTM2_SOLLC	unreviewed	101268270	Solyc03g115160.3.1;	
A0A3Q7HCN7	A0A3Q7HCN7_SOLLC	unreviewed	101257682	Solyc07g043240.3.1;	
A0A3Q7GIS4	A0A3Q7GIS4_SOLLC	unreviewed		Solyc05g026600.3.1;	
A0A3Q7JE80	A0A3Q7JE80_SOLLC	unreviewed		Solyc12g100350.2.1;	
A0A494GA56	A0A494GA56_SOLLC	unreviewed		Solyc00g217560.1.1;	
A0A3Q7EJF1	A0A3Q7EJF1_SOLLC	unreviewed		Solyc01g088400.3.1;	
A0A3Q7HGL2	A0A3Q7HGL2_SOLLC	unreviewed		Solyc07g056260.3.1;	
F6KQN3	F6KQN3_SOLLC	unreviewed			
A0A3Q7EW99	A0A3Q7EW99_SOLLC	unreviewed	101249771	Solyc01g111937.1.1;	
A0A3Q7F9G1	A0A3Q7F9G1_SOLLC	unreviewed		Solyc01g102530.3.1;	
A0A3Q7J2K3	A0A3Q7J2K3_SOLLC	unreviewed		Solyc12g005500.2.1;	
A0A3Q7HBA1	A0A3Q7HBA1_SOLLC	unreviewed	101259456	Solyc07g051820.3.1;	
A0A3Q7EIH8	A0A3Q7EIH8_SOLLC	unreviewed		Solyc01g081340.3.1;	
A0A3Q7EI07	A0A3Q7EI07_SOLLC	unreviewed		Solyc01g081250.3.1;	
A0A3Q7EYM7	A0A3Q7EYM7_SOLLC	unreviewed	101267195	Solyc02g062680.3.1;	
A0A3Q7HAD7	A0A3Q7HAD7_SOLLC	unreviewed	101263432	Solyc07g045330.3.1;	
A0A3Q7G522	A0A3Q7G522_SOLLC	unreviewed	101260717	Solyc04g055120.3.1;	
A0A3Q7F828	A0A3Q7F828_SOLLC	unreviewed		Solyc02g082200.3.1;	
A0A3Q7JBA3	A0A3Q7JBA3_SOLLC	unreviewed		Solyc12g049443.1.1;	
A0A3Q7H5W0	A0A3Q7H5W0_SOLLC	unreviewed	101262127	Solyc07g005370.3.1;	
A0A3Q7IVW0	A0A3Q7IVW0_SOLLC	unreviewed		Solyc11g042760.1.1;	
A0A3Q7JDF5	A0A3Q7JDF5_SOLLC	unreviewed		Solyc12g099010.2.1;	
A0A3Q7GWQ1	A0A3Q7GWQ1_SOLLC	unreviewed	101261528	Solyc06g054240.3.1;	
A0A3Q7JD21	A0A3Q7JD21_SOLLC	unreviewed		Solyc12g096980.2.1;	
A0A3Q7JIC8	A0A3Q7JIC8_SOLLC	unreviewed	101263661	Solyc11g008070.1.1;	
A0A3Q7EXW1	A0A3Q7EXW1_SOLLC	unreviewed		Solyc02g050330.1.1;	
A0A3Q7FEE2	A0A3Q7FEE2_SOLLC	unreviewed		Solyc03g019930.3.1;	
A0A3Q7GIV9	A0A3Q7GIV9_SOLLC	unreviewed		Solyc05g032820.2.1;	
A0A2H4NB27	A0A2H4NB27_SOLLC	unreviewed	atp1		
A0A3Q7HQK9	A0A3Q7HQK9_SOLLC	unreviewed		Solyc08g065570.2.1;	
A0A3Q7EBZ3	A0A3Q7EBZ3_SOLLC	unreviewed		Solyc01g014566.1.1;	
A0A3Q7ICX7	A0A3Q7ICX7_SOLLC	unreviewed		Solyc10g018750.2.1;	
A0A3Q7J0G5	A0A3Q7J0G5_SOLLC	unreviewed	101248073	Solyc11g068960.2.1;	
A0A3Q7IF41	A0A3Q7IF41_SOLLC	unreviewed		Solyc08g008087.1.1;	
A0A3Q7EA05	A0A3Q7EA05_SOLLC	unreviewed		Solyc01g008660.3.1;	
A0A3Q7H3C9	A0A3Q7H3C9_SOLLC	unreviewed		Solyc06g074580.1.1;	
A0A3Q7F5D1	A0A3Q7F5D1_SOLLC	unreviewed		Solyc02g081250.2.1;	
A0A3Q7G148	A0A3Q7G148_SOLLC	unreviewed		Solyc04g050360.2.1;	
A0A3Q7IUG2	A0A3Q7IUG2_SOLLC	unreviewed		Solyc11g028107.1.1;	
A0A3Q7IUV3	A0A3Q7IUV3_SOLLC	unreviewed		Solyc11g030840.1.1;	
A0A3Q7I534	A0A3Q7I534_SOLLC	unreviewed	101265770	Solyc09g072860.2.1;	
A0A3Q7IAC1	A0A3Q7IAC1_SOLLC	unreviewed		Solyc07g056540.3.1;	
A0A3Q7J7W2	A0A3Q7J7W2_SOLLC	unreviewed		Solyc12g033080.1.1;	
A0A3Q7GIU1	A0A3Q7GIU1_SOLLC	unreviewed		Solyc05g015862.1.1;	
A0A3Q7G012	A0A3Q7G012_SOLLC	unreviewed		Solyc04g014993.1.1;	
