Entry	Status	yourlist:M201904245C475328CEF75220C360D524E9D456CE077D18J	Gene names
Q9FGW5	reviewed		CDKG1 At5g63370 K9H21.7
Q6NQK9	reviewed		CCB4 At1g59840 F23H11.16
Q9SN11	reviewed		CYCD3-3 At3g50070 F3A4.150
Q9SGN7	reviewed		At1g28390 F3M18.17
Q0WKY2	reviewed		CCR4-5 At1g73875 F2P9.30
Q8VYU4	reviewed		CCR4-6 At5g11350 F2I11_240
Q1PFW3	reviewed		SDS At1g14750 F10B6.15
O04034	reviewed		CCX5 CAX11 At1g08960 F7G19.17
Q9SCN8	reviewed		CDC48D At3g53230 T4D2.160
B3DNN5	reviewed		APC6 CDC16 At1g78770 F9K20.19
Q9S7S2	reviewed		CDA4 DESH At4g29650 T16L4.160
Q9SLD2	reviewed		DGAT1 ABX45 DAGAT TAG1 At2g19450 F3P11.5
Q9ZSA4	reviewed		CPK27 At4g04700 T19J18.12 T4B21.11
Q9FKW4	reviewed		CPK28 At5g66210 K2A18.29
Q9C6P3	reviewed		CPK33 At1g50700 F17J6.22
Q42396	reviewed		CPK12 CDPK9 At5g23580 MQM1.15
Q9SJW9	reviewed		CDT1A At2g31270 F16D14.11
Q9M1S9	reviewed		CDT1B At3g54710 T5N23.70
Q9STL4	reviewed		CEP2 At3g48340 T29H11.140
Q9C7T7	reviewed		CEPR2 At1g72180 T9N14.3
F4HVY0	reviewed		CER1 At1g02205 T7I23.10
Q9M209	reviewed		RRP45B CER7 At3g60500 T8B10.160
Q8VZG1	reviewed		DGK3 At2g18730 MSF3.11
Q9C5E5	reviewed		DGK5 At2g20900 F5H14.13
F4JQ95	reviewed		DGK7 At4g30340 F17I23.320
Q8L778	reviewed		CESA5 At5g09870 MYH9.8
Q8LPK5	reviewed		CESA8 IRX1 LEW2 At4g18780 F28A21.190
Q94K85	reviewed		CATHB3 At4g01610 T15B16.17a
Q07473	reviewed		LHCB4.1 At5g01530 F7A7_50
Q147G5	reviewed		CYCA2-2 CYC3B At5g11300 F2I11.190
Q9LEV3	reviewed		CBSX3 At5g10860 T30N20.130
O48790	reviewed		CYCB1-4 At2g26760 F18A8.13
Q8RWM7	reviewed		CCB3 At5g36120 MAB16.6
Q9FJK7	reviewed		CYCC1-2 At5g48630 K15N18.10
Q9M643	reviewed		CPI1 At5g50375 MXI22.9
Q9LJ87	reviewed		CDC73 PHP At3g22590 F16J14.15
Q8LFV3	reviewed		CDF3 DOF3.3 HPPBF-2A At3g47500 F1P2.50
Q8GY31	reviewed		CDC25 ACR2 ASR STR5 At5g03455 F12E4_220
Q9SS94	reviewed		CDC48C EMB1354 At3g01610 F4P13.15
Q38819	reviewed		CYCA2-3 CYC3C At1g15570 T16N11.8
Q9FMH5	reviewed		CYCA3-1 At5g43080 MMG4.10
Q9T6H8	reviewed		CCMFN1 CC6BN1 CCB382 AtMg00830; At2g07783
Q33884	reviewed		CCMFN2 CC6BN2 CCB203 AtMg00960
Q9M2F8	reviewed		CCR4-2 At3g58580 F14P22.170
Q9FKE6	reviewed		CYCT1-5 At5g45190 K18C1.7
Q9ZV56	reviewed		CCT1 CCT At2g32260 T32F6.22
Q9LJ45	reviewed		CYCU1-1 At3g21870 MEK6.1
Q9M205	reviewed		CYCU2-2 At3g60550 T8B10.210
O80513	reviewed		CYCU4-1 At2g44740 F16B22.23
Q9FKF6	reviewed		CYCU4-3 At5g61650 K11J9.17
Q9LJI2	reviewed		CCX3 CAX9 At3g14070 MAG2.9
Q06AN9	reviewed		CDC27A APC3 At3g16320 T02O04.19
Q8LGU6	reviewed		CDC27B HBT At2g20000 T2G17.20
O82387	reviewed		CDC6 At2g29680
Q9LSE1	reviewed		CDG1 At3g26940 MOJ10.2
F4K5R6	reviewed		CDC20-6 CDC20_6 At5g27945 F15F15
O65896	reviewed		CDA1 CDD DESZ At2g19570 F3P11
Q9LMT0	reviewed		CDKD-3 At1g18040 T10F20.5 T10O22.1
Q84TI6	reviewed		CDKE-1 CDK8 HEN3 RAO1 At5g63610 MBK5.8
O04928	reviewed		CDS1 At1g62430 F24O1.17
F4IDY5	reviewed		At1g18910 F14D16.3
Q9SG86	reviewed		BZIP28 At3g10800 T7M13.12
C0Z2L5	reviewed		BZIP44 At1g75390 F1B16.8
Q9LXX4	reviewed		BZIP49 At3g56660 T5P19.310
Q9M2K4	reviewed		BZIP61 At3g58120 F9D24.30
P58047	reviewed		CYP71A28 At4g20235 F1C12.160
Q94AD1	reviewed		At1g48610 T1N15.24
Q9FH67	reviewed		CYP705A12 At5g42580 K16E1.5
O64718	reviewed		CYP71B9 At2g02580 T8K22.12
Q9FIB0	reviewed		CYP78A7 At5g09970 MYH9.18
O48786	reviewed		CYP734A1 BAS1 At2g26710 F18A8.8
O64697	reviewed		CYP710A1 At2g34500 F13P17.35
Q9FLC8	reviewed		CYP79A2 At5g05260 K18I23.6
Q9ZV28	reviewed		CYP710A4 At2g28860 F8N16.15
Q9LIP5	reviewed		CYP71B35 At3g26310 F20C19.3
Q9LSF8	reviewed		CYP82G1 At3g25180 MJL12.5
Q9FMA5	reviewed		CYP85A1 BR6OX1 At5g38970 K15E6.150
Q9SQZ0	reviewed		CAT7 At3g10600 F13M14.11 F18K10.21
Q9SKZ2	reviewed		CAF1-7 At2g32070 F22D22.18
Q8L9J9	reviewed		At4g34215 F10M10.12 F28A23_20
P0DH95	reviewed		CAM1 At5g37780 K22F20.2 T31G3.3
O04153	reviewed		CRT3 At1g08450 T27G7.13
Q9SL03	reviewed		CALS2 GSL3 At2g31960 F22D22.29
Q03509	reviewed		CAM6 At5g21274 F13M11
Q9LYS6	reviewed		CALS6 GSL11 At3g59100 F17J16.150
O80673	reviewed		CRK1 CaMK3 CBK3 At2g41140 T3K9.9
Q9SFU6	reviewed		CALS9 GSL10 At3g07160 T1B9.18
Q9SJM0	reviewed		CALS10 GSL8 At2g36850 T1J8.3
Q9S9U0	reviewed		CALS11 GSL1 At4g04970 T32N4.8
Q9SCS2	reviewed		CRK5 CaMK1 At3g50530 T20E23.130
O49499	reviewed		CCOAOMT1 At4g34050 F28A23.190
Q9FRH3	reviewed		At1g25240 F4F7.37
Q9SHV5	reviewed		At2g01920 F23I14.1
Q8GVE8	reviewed		PPC4 At1g68750 F14K14.14 F24J5.1
Q8LF20	reviewed		At2g25430 F13B15.9
Q9LVD8	reviewed		At5g57200 MJB24.1
Q9LVW7	reviewed		CARA VEN6 At3g27740 MGF10.15
Q9LVH4	reviewed		CAR4 C2 GAP1 At3g17980 MEB5.18
Q42547	reviewed		CAT3 At1g20620 F2D10.40 F5M15.5
Q9SHR7	reviewed		LHCB2.1 LHCB2.3 At2g05100 F15L11.2
C0SVV6	reviewed		CBP60A At5g62570 K19B1.18
Q9XF87	reviewed		LHCB2.4 At3g27690 MGF10.9
Q39069	reviewed		CYCB1-3 CYC2 At3g11520 F24K9.20
Q9FGX2	reviewed		BZIP1 At5g49450 K7J8.13
Q9LQ65	reviewed		BZIP4 At1g59530 T4M14.10
Q9SY74	reviewed		At1g10320 F14N23.20
Q9LTS7	reviewed		EMB1789 At5g56930 MHM17.4
Q9LIH5	reviewed		At3g18640 K24M9.13
Q3ED78	reviewed		At1g21570 F24J8.21
Q9ZUM0	reviewed		At2g02160 F5O4.7
O82199	reviewed		At2g19810 F6F22.16
Q9SK49	reviewed		At2g24830 F27C12.25
Q93ZS9	reviewed		At3g55980 F27K19.160
Q9FGS8	reviewed		At5g50170 K6A12_3
Q9XEE6	reviewed		At2g40140 T07M07.3 T7M7.3
Q9FG30	reviewed		At5g06770 MPH15.13
Q9SHG5	reviewed		CYP72C1 CHI2 DLF SHK1 SOB7 At1g17060 F20D23.24
Q9ZNR0	reviewed		CYP78A6 EOD3 At2g46660 T3A4.4
O23240	reviewed		D2HGDH At4g36400 AP22.14 C7A10.960
O64698	reviewed		CYP710A2 At2g34490 F13P17.22
Q9LTM6	reviewed		CYP71B17 At3g26160 MTC11.6
Q9LTM3	reviewed		CYP71B20 At3g26180 MTC11.9
F4JW83	reviewed		CYP84A4 At5g04330 T19N18.60
O64759	reviewed		CAT5 At2g34960 F19I3.19
Q9LZ20	reviewed		CAT6 At5g04770 T1E3.130
Q9FMV7	reviewed		CYP94B1 At5g63450 MLE2.8
Q9C7N2	reviewed		CAD1 At1g29690 F15D2.24
P48523	reviewed		CAD4 CAD CAD-C CAD2 LCAD-C At3g19450 MLD14.19
Q9SHJ0	reviewed		CAF1-1 At1g06450 F12K11.20
Q02971	reviewed		CAD7 CAD4 CADB1 ELI3-1 LCAD-B At4g37980 F20D10.100
Q9SAI2	reviewed		CAF1-6 At1g80780 F23A5.13
Q9C9W3	reviewed		At1g67980 T23K23.17
Q3B724	reviewed		CALS5 GSL2 LAP1 At2g13680 F13J11.3 T10F5.22
Q5GM68	reviewed		PPC2 At2g42600 F14N22.13
F4HVZ1	reviewed		CATHB1 At1g02300 T7I23.12
F4IPM3	reviewed		CBP60E At2g24300 T28I24.3
Q9LD90	reviewed		CBF5 NAP57 At3g57150 F24I3.230
Q9S7M0	reviewed		LHCB3 At5g54270 MDK4.9
F4IN23	reviewed		BZIP34 At2g42380 MHK10.10
Q9FMC2	reviewed		BZIP43 At5g38800 K15E6.1
Q9C7S0	reviewed		BZIP60 At1g42990 F13A11.5
Q8S307	reviewed		BZR1 BIS2 At1g75080 F9E10_7
Q6NKZ8	reviewed		CYP714A2 ELA2 At5g24900 F6A4.110
Q501B2	reviewed		BZIP16 At2g35530
Q9LQM3	reviewed		At1g32360 F27G20.10 F5D14.12
Q8GTS2	reviewed		BZIP23 At2g16770
Q8GTS1	reviewed		BZIP24 At3g51960 F4F15.70
Q84WU9	reviewed		At5g56900 MHM17.1
Q5RJC5	reviewed		At5g63260 MDC12.23
Q9FWS3	reviewed		CG1 At1g75340 F1B16.12
Q9SIV5	reviewed		NERD At2g16485/At2g16480/At2g16470 F16F14
A0A140JWM8	reviewed		CYP716A2 At5g36130/At5g36140 MAB16.8/MAB16.9
P48422	reviewed		CYP86A1 CYP86 HORST At5g58860 K19M22.6
Q9FVS9	reviewed		CYP96A15 MAH1 At1g57750 T8L23.21
O23365	reviewed		CYP97B3 At4g15110 dl3600c
Q9SRQ1	reviewed		CYP89A9 At3g03470 T21P5.11
P27521	reviewed		LHCA4 CAB4 At3g47470 F1P2.20
Q9M066	reviewed		CYP90C1 ROT3 At4g36380 AP22.10 C7A10.980 F23E13.220
Q9FH66	reviewed		CYP71A16 MRNO MRO At5g42590 K16E1.6
Q9SFX6	reviewed		CAF1-3 At1g27820 F28L5.3 T22C5.28
P0DH97	reviewed		CAM2 ATCAL5 CAL1 At2g41110 T3K9.12
Q38858	reviewed		CRT2 CRTL At1g09210 T12M4.8
P59220	reviewed		CAM7 At3g43810 T28A8_100
Q9FX86	reviewed		CRK8 At1g49580 F14J22.18
P29402	reviewed		CNX1 At5g61790 MAC9.11
Q9C502	reviewed		At1g33340 F10C21.3 T16O9.2
Q8L936	reviewed		At4g40080 T5J17.250
Q96528	reviewed		CAT1 At1g20630 F2D10.11 F5M15.31
Q93Z81	reviewed		CAX3 At3g51860 ATEM1.11
Q8L783	reviewed		CAX5 At1g55730 F20N2.14 F20N2.16 F20N2.30
P04778	reviewed		LHCB1.3 AB140 CAB1 At1g29930 F1N18.3
Q9XF88	reviewed		LHCB4.2 At3g08940 T16O11.12
Q42601	reviewed		CARB VEN3 At1g29900 F1N18.6
Q9LS42	reviewed		CASP At3g18480 MYF24.37
Q9XF89	reviewed		LHCB5 At4g10340 F24G24.140
Q0WVV6	reviewed		CBP60D At4g25800 F14M19.80
F4JR57	reviewed		CBP60F At4g31000 F6I18.90
Q9LJU0	reviewed		COBL10 At3g20580 K10D20_11
Q9T045	reviewed		COBL11 At4g27110 T24A18.60
Q84WQ5	reviewed		CBSX5 At4g27460 F27G19.60
Q9C6A9	reviewed		CYCA3-2 At1g47210 F2G19.30 F8G22.8
A0MEB5	reviewed		CYCA3-3 At1g47220 F8G22.6
Q9SA32	reviewed		CYCB3-1 At1g16330 F3O9.13
Q9SAH9	reviewed		CCR2 At1g80820 F23A5.17
P56770	reviewed		ccsA AtCg01040
A8MS41	reviewed		CCR4-4 At1g31500 F27M3_27 T8E3.7
Q8LB60	reviewed		CYCU3-1 At3g63120 T20O10.220
Q9S7H3	reviewed		CDC20-3 CDC20_4 At5g27080 F15P11.5
Q3E906	reviewed		CDC20-5 CDC20_5 At5g27570 F15A18.30
O65683	reviewed		BZIP11 ATB2 GBF6 At4g34590 T4L20.170
Q3ECU8	reviewed		At1g48195 F21D18
Q9FKW2	reviewed		TZF5 At5g44260 K9L2.1
Q9FE91	reviewed		ZFWD4 At5g49200 K21P3.7
Q6IDS6	reviewed		MKRN At3g08505 T8G24.6
Q56XU4	reviewed		At1g19860 F6F9.9
Q9SV09	reviewed		At3g51950 F4F15.60
O65788	reviewed		CYP71B2 At1g13080 F3F19.10
Q94CJ8	reviewed		At5g12440 T2L20
Q9LNJ4	reviewed		CYP703A2 DEX2 At1g01280 F6F3.8
Q9LTM1	reviewed		CYP71B22 At3g26200 MTC11.11
Q9LTL8	reviewed		CYP71B24 At3g26230 MTC11.14
P48421	reviewed		CYP83A1 CYP83 REF2 At4g13770 F18A5.160
Q9C6M9	reviewed		CAF1-4 At1g27890 F13K9.1 F28L5.5
O64773	reviewed		CAF1-5 At1g61470 T1F9.4
P42734	reviewed		CAD9 CAD1 At4g39330 T22F8.230
Q9LEU4	reviewed		CAF1-10 At5g10960 T30N20_230
Q9FMS6	reviewed		CAF1-11 At5g22250 T6G21.2
Q8VYD9	reviewed		At4g31010 F6I18.80
O04151	reviewed		CRT1 At1g56340 F13N6.20 F14G9.5
Q9AUE0	reviewed		CALS1 GSL6 At1g05570 F3F20.1 T25N20.22
Q9LXT9	reviewed		CALS3 GSL12 At5g13000 T24H18.170
Q8GX47	reviewed		At4g02650 T10P11.8
Q8L5Y6	reviewed		CAND1 ETA2 HVE At2g02560 T8K22.14
Q9LHS0	reviewed		At5g35200 K3D20.4 T25C13.80
Q9FKQ2	reviewed		At5g65370 MNA5.10
Q9FHP6	reviewed		CAR1 At5g37740 K12B20.22
Q9ZQI2	reviewed		CASP3 At2g27370 F10A12.5 F12K2.5
Q9CAX3	reviewed		CASP2 At3g11550 F24K9.22
Q39253	reviewed		CAX1 RCI4 At2g38170 F16M14.10
F4K2R6	reviewed		CBP60G At5g26920 F2P16.9
Q9C9K1	reviewed		LHCB7 At1g76570 F14G6.17
P42752	reviewed		CYCD2-1 CYCD2 At2g22490 F14M13.11
Q9C6Y3	reviewed		CYCA1-1 At1g44110 T7O23.18
Q9FZD0	reviewed		At1g26450 T1K7.18
Q2V3B2	reviewed		CYCD5-1 At4g37630 F19F18.120
Q8VYT2	reviewed		At4g25940 F20B18.50
Q9FIK8	reviewed		CAR11 At5g47710
Q9C6B7	reviewed		CAR3 At1g73580 F6D5.3
P38605	reviewed		CAS1 CYC At2g07050 T4E14.16
Q9FN48	reviewed		CAS STR3 At5g23060 MYJ24.5
P25819	reviewed		CAT2 CAT At4g35090 M4E13.140
Q9LFZ8	reviewed		CAX6 At1g55720 F20N2.13 F20N2.23
Q8VZ87	reviewed		LHCB1.2 AB180 CAB3 LHCP-A At1g29910 F1N18.5
C0SV51	reviewed		CBP60C At2g18750 MSF3.13
Q9S7J7	reviewed		LHCB2.2 At2g05070 F1O13.20
Q9S7W1	reviewed		LHCB4.3 At2g40100 F27I1.2
Q9C5D0	reviewed		CBSX2 CDCP1 At4g34120 F28A23.120
Q9C968	reviewed		CYCA2-4 At1g80370 F5I6.12
Q39072	reviewed		CYCB1-5 CYC3 At1g34460 F12K21.22
Q39068	reviewed		CYCB2-1 CYC2A At2g17620 T19E12.4
Q9SFW6	reviewed		CYCB2-4 At1g76310 F15M4.19 T23E18.24
Q9LM91	reviewed		CYCB2-5 At1g20590 F2D10.8 F5M15.8
Q8LGA1	reviewed		CYCD4-1 CYCD4.1 At5g65420 MNA5.15
Q8W5S1	reviewed		CYCH1-1 CYCH1 At5g27620 F15A18.80
Q96326	reviewed		CCME ATG1 At3g51790
Q9LS39	reviewed		CCR4-3 At3g18500 MYF24.23
Q9LJN8	reviewed		BUB3.1 At3g19590 MMB12.5
O22208	reviewed		BZIP17 At2g40950
Q9SGZ5	reviewed		BXL7 At1g78060 F28K19.27 F28K19.32
Q941Q3	reviewed		HUA1 At3g12680 T2E22.1
Q93XW7	reviewed		At3g21810 MSD21.12
Q9LVX1	reviewed		At3g27700 MGF10.11
Q9SK74	reviewed		At2g20280 F11A3.17
Q9STK7	reviewed		CYP71A26 At3g48270 T29H11.210
Q9M0G2	reviewed		At4g29190 F17A13.10
O65036	reviewed		TZF6 PEI1 At5g07500 T2I1.210
Q9SAE4	reviewed		CYP71B29 At1g13100 F3F19.12
O49394	reviewed		CYP82C2 At4g31970 F10N7.220
O49396	reviewed		CYP82C3 At4g31950 F10N7.240
Q9SZ46	reviewed		CYP82C4 At4g31940 F10N7.250
Q9LUC9	reviewed		CYP72A11 At3g14650 MIE1.15
Q9LUC6	reviewed		CYP72A14 At3g14680 MIE1.18
Q940V4	reviewed		CYP85A2 BR6OX2 At3g30180 T20F20.9 T20F20_6
O64635	reviewed		CYP76C4 At2g45550 F17K2.8
Q9LMM1	reviewed		CYP86A4 At1g01600 F22L4.14
O80823	reviewed		CYP86A8 LCR At2g45970 F4I18.5
Q9LHA1	reviewed		CYP81D11 At3g28740 T19N8.3
Q9FFU1	reviewed		At5g54890 MBG8.16
Q9SL79	reviewed		At2g20020 T2G17.18
P0DH96	reviewed		CAM4 At1g66410 F28G11.13 T27F4.1
Q9LTG5	reviewed		CALS4 GSL9 At5g36870 F5H8.14
F4IZC5	reviewed		CAN1 CAN At3g56170 F18O21.130
Q9LUD7	reviewed		CALS8 GSL4 At3g14570 MIE1.7
Q9SG12	reviewed		CRK6 At3g49370 F2K15.230 T1G12.7
Q9C9X5	reviewed		At1g68110 T23K23.4
Q9LQW4	reviewed		At1g14686 F10B6.6
Q8H0W9	reviewed		At5g10410 F12B17_240
Q9C8Y2	reviewed		CAR2 At1g66360 T27F4.11
Q9LP65	reviewed		CAR5 At1g48590 T1N15.21
Q9S764	reviewed		CAR6 EHB1 At1g70800 F15H11.5 F5A18.2
Q9SSL1	reviewed		CAR7 At1g70810 F15H11.6
O49303	reviewed		CAR8 At1g23140 T26J12.9
Q9SIH4	reviewed		CASP1 At2g36100 F9C22.3
Q84VW9	reviewed		PPC3 PEPC PPC At3g14940 K15M2.8
Q9FK63	reviewed		CAMRLK MEE62 At5g45800 MRA19.24
Q9FFZ7	reviewed		CASP4 At5g06200 MBL20.8
Q39254	reviewed		CAX2 At3g13320 MDC11.10 MDC11.19
Q945S5	reviewed		CAX4 At5g01490 F7A7.10
F4I2J8	reviewed		CTN At1g03910 F21M11.16
P0CJ48	reviewed		LHCB1.1 AB165 CAB2 LHCP-B At1g29920 F1N18.4
Q9FKL6	reviewed		CBP60B At5g57580 MUA2.16
Q94K71	reviewed		CBBY At3g48420 T29H11.60
Q3ECW2	reviewed		CYCA3-4 At1g47230 F8G22.5
Q9FJ81	reviewed		CCB2 HCF208 At5g52110 MSG15.21
Q0WQN9	reviewed		CYCD4-2 At5g10440 F12B17.210
Q9C5X2	reviewed		CYCJ18 At2g01905 T23K3
Q01593	reviewed		ABI3 At3g24650 MSD24.2
Q9LY50	reviewed		CCR3 CRR3 At3g55950 F27K19.130
Q8LPS2	reviewed		ACD6 At4g14400 dl3240w FCAALL.190
O65201	reviewed		ACX2 At5g65110 MQN23.4
Q9FGJ4	reviewed		MTACP2 At5g47630 MNJ7.22
Q96293	reviewed		ACT8 At1g49240 F27J15.1
P06525	reviewed		ADH1 ADH At1g77120 F22K20.19
Q8W420	reviewed		ADO2 FKL1 LKP2 At2g18915 F19F24.11
Q8VYL3	reviewed		APA2 At1g62290 F19K23.21
Q9ZPY6	reviewed		ARF11 At2g46530 F11C10.34 F13A10.6
Q9C5W9	reviewed		ARF18 At3g61830 F15G16.220
Q8RYC8	reviewed		ARF19 IAA22 At1g19220 T29M8.9
P93024	reviewed		ARF5 IAA24 MP At1g19850 F6F9.10
Q9LEU8	reviewed		At5g10920 T30N20.190
O22929	reviewed		BLOS1 GCN5L1 At2g30330 T09D09.14
Q9LZM8	reviewed		BLH9 BLR LSN PNY RPL VAN At5g02030 T7H20_80
Q9FXG8	reviewed		BLH10 BLH5 At1g19700 F14P1.20 F6F9.25
Q1PFD1	reviewed		BLH11 At1g75430 F1B16.4
Q9SJ56	reviewed		BLH1 EDA29 At2g35940 F11F19.15
Q9STN7	reviewed		BOB2 At4g27890 T27E11.130
Q9LFD5	reviewed		BPA1 At5g16840 F5E19.180
Q9SKD0	reviewed		BPC1 At2g01930 F23I14.2
Q9C9X6	reviewed		BPC3 At1g68120 T23K23.3
Q8L999	reviewed		BPC6 BBR/BPC6 At5g42520 MDH9.22
O82286	reviewed		BPC7 BBR/BPC7 At2g35550 T32F12.7
Q8W4I6	reviewed		BPG2 At3g57180 F28O9.30
Q9C9R4	reviewed		At1g78180 T11I11.120
Q9LS26	reviewed		BSK2 At5g46570 F10E10.4
Q9SYL0	reviewed		BT3 At1g05690 F3F20.14
F4I3M3	reviewed		BSK7 At1g63500 F2K11.13
Q8L7U5	reviewed		BSL1 At4g03080 T4I9.4
F4I241	reviewed		BUB3.3 At1g69400 F10D13.23 F23O10.3
Q9LXD6	reviewed		BXL3 XYL3 At5g09730 F17I14.80
Q8L7N8	reviewed		ZFN3 At5g16540 MQK4.29
Q9LJN4	reviewed		BXL5 At3g19620 MMB12.15
Q9C7C3	reviewed		At3g12130 T21B14.5
Q94AD9	reviewed		At1g04990 F13M7.1
Q9C7P4	reviewed		At1g29570 F15D2.36
Q9STK9	reviewed		CYP71A24 At3g48290 T29H11.190
Q9LNV5	reviewed		At1g07360 F22G5.30
Q9SQR3	reviewed		D14 At3g03990 T11I18.10
P58048	reviewed		CYP71B8 At5g35715 MXH1.7
Q9C788	reviewed		CYP704B1 At1g69500 F10D13.15
F4IK45	reviewed		CYP709B2 At2g46950
Q9ZW95	reviewed		CYP735A2 At1g67110 F5A8.3
O81346	reviewed		CYP79B2 At4g39950 T5J17.120
Q9LIP4	reviewed		CYP71B36 At3g26320 F20C19.4
Q66GR3	reviewed		BHLH130 EN69 At2g42280 T24P15.19
P0CB25	reviewed		BHLH131 At4g38070 F20D10.190
Q7XHI5	reviewed		BHLH133 At2g20100 T2G17.10
Q9LPC5	reviewed		BIG3 EDA10 At1g01960 F22M8.9
F4JN05	reviewed		BIG4 At4g35380 F23E12.60
O65685	reviewed		BLH6 At4g34610 T4L20.190
Q9SJJ3	reviewed		BLH8 PNF At2g27990 T1E2.9
F4IH25	reviewed		BOP1 PEIP1 At2g40360
Q9LJF3	reviewed		BRL3 At3g13380 MRP15.1
Q8RXD6	reviewed		HUB1 BRE1A RDO4 At2g44950/At2g44960 T13E15.24/T13E15.23 T14P1.25/T14P1.24
Q9ZWC8	reviewed		BRL1 At1g55610 F20N2.4
Q9LJX5	reviewed		At3g20240 MAL21.26
F4I7Y4	reviewed		BSK11 At1g50990 F8A12.21
Q9LE16	reviewed		BRIX1-1 At3g15460 MJK13.12
Q944A7	reviewed		BSK1 At4g35230 F23E12.210
O82281	reviewed		BRXL1 At2g35600 T32F12.2
Q5HZ09	reviewed		BRXL3 At1g54180 F15I1.28
Q9SJF0	reviewed		BSL2 At1g08420 T27G7.10
Q94KD8	reviewed		BXL2 At1g02640 T14P4.11 T14P4.8
P93755	reviewed		At2g41900 T6D20.20
O22873	reviewed		BZIP18 At2g40620 T2P4.3
O22243	reviewed		At2g47680 F17A22.7
Q9FNZ2	reviewed		ZFWD1 At4g25440 T30C3.6
Q9LXV4	reviewed		At5g12850 T24H18.20
Q9LVD2	reviewed		CYP71B10 At5g57260 MJB24.7
Q7XA78	reviewed		D27 At1g03055 F10O3
Q9FF18	reviewed		CYP735A1 At5g38450 MXI10.18
Q9LTM7	reviewed		CYP71B16 At3g26150 MTC11.5
Q0WTF4	reviewed		CYP81F3 At4g37400 F6G17.50
F4I4E1	reviewed		BHLH167 At1g10585 T10O24.22
F4IXW2	reviewed		BIG5 ATMIN7 BEN1 At3g43300 F7K15_150
O48814	reviewed		BIK1 At2g39660 F12L6.32 F17A14.3
Q93Z37	reviewed		At1g69160 F4N2.12
Q9FMB6	reviewed		BIM3 BHLH141 EN127 At5g38860 K15E6.40 K15E6.7
F4K657	reviewed		BLOS2 At5g49550 K6M13.19
Q9FMZ0	reviewed		BKI1 At5g42750 MJB21.13
Q9FIC3	reviewed		BOLA2 At5g09830 MYH9.4
Q9LDE2	reviewed		BPC2 BBR At1g14685 F10B6.5 T5E21.17
Q8S8C6	reviewed		BPC4 At2g21240 F7O24.4
F4JUI3	reviewed		BPC5 BBR/BPC5 At4g38910 F19H22.10
Q0JXE7	reviewed		BPE BHLH31 EN88 ZCW32 At1g59640 T30E16.21
Q8L765	reviewed		BPM1 At5g19000 T16G12.40
Q9M8J9	reviewed		BPM2 At3g06190 F28L1.13
Q9SRV1	reviewed		BPM4 At3g03740 F20H23.23
Q1EBV6	reviewed		BPM5 At5g21010 F22D1 T10F18.30
A1L4W5	reviewed		BPM6 At3g43700 F23N14_80
E5KGE0	reviewed		BRIZ1 RING-HCa At2g42160 T24P15.7
Q8RXD4	reviewed		BRCA1 At4g21070 T13K14.230
Q9ZPS9	reviewed		BRL2 VH1 At2g01950 F14H20.2
Q9C895	reviewed		HUB2 BRE1B At1g55250/At1g55255 F7A10.17
P93045	reviewed		BSH At3g17590 MKP6.15
Q7XJT7	reviewed		BSK12 SSP At2g17090 F6P23.23
Q8GYL9	reviewed		BRXL2 At3g14000 MDC16.12 MDC16.13
Q8GZ92	reviewed		BRXL4 At5g20540 F7C8.130
Q9LZ82	reviewed		BTR1 At5g04430 T32M21_30
Q0IGM7	reviewed		BBX20 BZS1 DBB2 STH7 At4g39070 F19H22.170
Q9FKU8	reviewed		At5g44400 K9L2.20
Q9SYM2	reviewed		BBX22 DBB3 LZF1 STH3 At1g78600 T30F21.7
O82617	reviewed		BBX23 DBB4 STH6 At4g10240 F24G24.40 T9A4.2
Q9SID1	reviewed		BBX25 STH STH1 At2g31380 T28P16.13
Q9SA86	reviewed		At1g30710 T5I8.16
Q42533	reviewed		BCCP1 CAC1 At5g16390 MQK4.12
Q93Y32	reviewed		BCAT1 At1g10060 T27I1.8
P42737	reviewed		BCA2 CA18 CA2 At5g14740 T9L3.40
Q9ASR4	reviewed		At5g27410 F21A20_120
O64885	reviewed		At2g44510 F4I1.32
F4JSZ5	reviewed		BIG1 At4g38200 F20D10.320
O23393	reviewed		BIA1 ABS1 At4g15400 Dl3745c FCAALL.284
Q9LXJ1	reviewed		BIC1 At3g52740 F3C22.140
Q3E7L7	reviewed		BHLH139 EN116 At5g43175 MMG4
Q9LZX8	reviewed		BIG2 At3g60860 T4C21_270
Q9FGB0	reviewed		BHLH145 EN131 At5g50010 MPF21.2
Q9LVK2	reviewed		At3g13980 MDC16.10
Q9SLL2	reviewed		At1g54200 F20D21.2
Q9LYH0	reviewed		At5g12050 F14F18.220
Q8GW43	reviewed		BIOF BIO4 At5g04620 T32M21.220
O81851	reviewed		BOI ILP At4g19700 T16H5.60
Q682I1	reviewed		BOLA1 At1g55805 F14J16
Q5S1W2	reviewed		BON2 At5g07300 T2I1.10
Q5XQC7	reviewed		BON3 At1g08860 F7G19.25
Q9LF68	reviewed		BOLA4 At5g17560 K10A8.40
Q8VYR7	reviewed		BOR1 At2g47160 T3D7.3
Q9M1P7	reviewed		BOR2 At3g62270 T17J13.230
Q9LMM6	reviewed		BPS1 At1g01550 F22L4.9
O22286	reviewed		BPM3 At2g39760 T5I7.6
