Entry	Entry name	Status	Protein names	Gene names
Q9M0Y8	NSF_ARATH	reviewed	Vesicle-fusing ATPase (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein) (Vesicular-fusion protein NSF)	NSF At4g04910 T1J1.4
F4JGZ1	MED16_ARATH	reviewed	Mediator of RNA polymerase II transcription subunit 16 (Protein SENSITIVE TO FREEZING 6)	MED16 MED16_1 SFR6 At4g04920 T1J1.2
Q9ZPH2	GRS17_ARATH	reviewed	Monothiol glutaredoxin-S17 (AtGrxS17)	GRXS17 At4g04950 T1J1.6
Q9S9T7	VP282_ARATH	reviewed	Vacuolar protein sorting-associated protein 28 homolog 2	VPS28-2 At4g05000 T32N4.6
F4JGM3	F4JGM3_ARATH	unreviewed	Polyubiquitin (Polyubiquitin 10) (Ubiquitin 11)	UBQ11 polyubiquitin 10 UBI10 ubiquitin 10 ubiquitin 11 UBQ10 At4g05050 At4g05320 C17L7.240 C17L7.6 C17L7_240
P0CH33	UBQ11_ARATH	reviewed	Polyubiquitin 11 [Cleaved into: Ubiquitin]	UBQ11 At4g05050 C17L7.6 T32N4.13
Q9M0Y5	MYB74_ARATH	reviewed	Transcription factor MYB74 (Myb-related protein 74) (AtMYB74)	MYB74 At4g05100
Q944N8	ENT6_ARATH	reviewed	Equilibrative nucleotide transporter 6 (AtENT6) (Nucleoside transporter ENT6)	ENT6 At4g05110 C17L7.30 T32N4
Q9M0X8	BH114_ARATH	reviewed	Transcription factor bHLH114 (Basic helix-loop-helix protein 114) (AtbHLH114) (bHLH 114) (Transcription factor EN 65) (bHLH transcription factor bHLH114)	BHLH114 EN65 At4g05170 C17L7.90
Q41932	PSBQ2_ARATH	reviewed	Oxygen-evolving enhancer protein 3-2, chloroplastic (OEE3) (16 kDa subunit of oxygen evolving system of photosystem II) (OEC 16 kDa subunit)	PSBQ2 PSBQB At4g05180 C17L7.100
Q3EAA5	Q3EAA5_ARATH	unreviewed	AT4g05320/C17L7_240 (Polyubiquitin 10)	UBQ10 polyubiquitin 10 UBI10 ubiquitin 10 At4g05320 C17L7.240 C17L7_240
Q8H159	UBQ10_ARATH	reviewed	Polyubiquitin 10 [Cleaved into: Ubiquitin]	UBQ10 At4g05320 C17L7.240
Q9M0V8	Q9M0V8_ARATH	unreviewed	At4g05370	At4g05370
Q9M0V5	Q9M0V5_ARATH	unreviewed	At4g05400 (Copper ion binding protein)	At4g05400 C6L9.80 C6L9_80
B3H6I9	B3H6I9_ARATH	unreviewed	Damaged DNA binding protein 1A	DDB1A damaged DNA binding protein 1A At4g05420 C6L9.100 C6L9_100
Q9M0V3	DDB1A_ARATH	reviewed	DNA damage-binding protein 1a (UV-damaged DNA-binding protein 1a) (DDB1a)	DDB1A At4g05420 C6L9.100
Q9M0U9	SKI19_ARATH	reviewed	F-box protein SKIP19 (F-box/LRR-repeat protein 20) (SKP1-interacting partner 19)	SKIP19 FBL20 At4g05460 C6L9.140
Q9M0U8	FBL21_ARATH	reviewed	Putative F-box/LRR-repeat protein 21	FBL21 At4g05470 C6L9
B3LF48	EHD2_ARATH	reviewed	EH domain-containing protein 2 (AtEHD2) (EC 3.6.5.2)	EHD2 At4g05520 T1J24.10
Q9M0U1	Y4563_ARATH	reviewed	B3 domain-containing protein At4g05630 (Protein AUXIN RESPONSE FACTOR 46)	ARF46 At4g05630 F21I2.20
F4JGT7	F4JGT7_ARATH	unreviewed	Zinc finger (C2H2 type) family protein	YY1 AtYY1 Yin Yang 1 At4g06634
Q2V3L3	YY1_ARATH	reviewed	Zinc finger transcription factor YY1 (Protein YIN YANG 1) (AtYY1)	YY1 At4g06634 F8H12
Q8W3M3	RAP29_ARATH	reviewed	Ethylene-responsive transcription factor RAP2-9 (Protein RELATED TO APETALA2 9)	RAP2-9 ERF007 At4g06746 F15N16.2
Q9S9X4	FBL8_ARATH	reviewed	Putative F-box/LRR-repeat protein 8	FBL8 FBL24 At4g07400 F28D6.13
Q9ZPG2	Q9ZPG2_ARATH	unreviewed	At4g07820 (CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein) (F5K24.6 protein) (Putative pathogenesis-related protein)	At4g07820 F5K24.6 F5K24_6
Q9ZQC1	Q9ZQC1_ARATH	unreviewed	Pre-mRNA-splicing factor CWC22-like protein, putative (DUF3245)	At4g07940 F1K3.1 F1K3_1
Q9ZQC0	Q9ZQC0_ARATH	unreviewed	DNA-directed RNA polymerase subunit	At4g07950 F1K3.2 F1K3_2
F4JG06	F4JG06_ARATH	unreviewed	Chaperone DnaJ-domain superfamily protein	At4g07990
Q8L814	Q8L814_ARATH	unreviewed	Chaperone DnaJ-domain superfamily protein	At4g07990
Q9S9U6	1A111_ARATH	reviewed	1-aminocyclopropane-1-carboxylate synthase 11 (ACC synthase 11) (EC 4.4.1.14) (S-adenosyl-L-methionine methylthioadenosine-lyase 11)	ACS11 At4g08040 T17A2.2
P46639	KNAT1_ARATH	reviewed	Homeobox protein knotted-1-like 1 (Protein BREVIPEDICELLUS) (Protein KNAT1)	KNAT1 BP BP1 At4g08150 F9M13.2
F4JG14	F4JG14_ARATH	unreviewed	Inositol 1,3,4-trisphosphate 5/6-kinase family protein	At4g08170 T12G13.10 T12G13_10
Q9SUG3	ITPK3_ARATH	reviewed	Inositol-tetrakisphosphate 1-kinase 3 (EC 2.7.1.134) (Inositol 1,3,4-trisphosphate 5/6-kinase 3) (AtItpk-3) (Inositol-triphosphate 5/6-kinase 3) (Ins(1,3,4)P(3) 5/6-kinase 3) (EC 2.7.1.159)	ITPK3 At4g08170 T12G13.10
F4JFX0	F4JFX0_ARATH	unreviewed	Glycine-rich protein	At4g08230 T12G13.70 T12G13_70
Q8VY68	Q8VY68_ARATH	unreviewed	Glycine-rich protein	At4g08230 T12G13.70 T12G13_70
Q9SUF5	SCL26_ARATH	reviewed	Scarecrow-like protein 26 (AtSCL26) (GRAS family protein 23) (AtGRAS-23)	SCL26 At4g08250 T12G13.90
Q501F8	WTR32_ARATH	reviewed	WAT1-related protein At4g08300	At4g08300 T12G13
Q9STN3	SPT51_ARATH	reviewed	Putative transcription elongation factor SPT5 homolog 1	At4g08350 T28D5.40
Q6DBN1	Y4845_ARATH	reviewed	BTB/POZ domain-containing protein At4g08455	At4g08455 T15F16.14
Q9M0T4	Q9M0T4_ARATH	unreviewed	AT4G08460 protein (RING domain protein)	At4g08460 T15F16.1 T15F16_1
Q9M0T3	MP3K3_ARATH	reviewed	Mitogen-activated protein kinase kinase kinase 3 (MAP kinase kinase kinase 3) (EC 2.7.11.25) (MAP3K beta 3 protein kinase) (MAP3K beta 3) (MAPK/ERK kinase kinase 3) (AtMEKK3)	MEKK3 MAP3Kb3 MAPKKK10 At4g08470 T15F16.2
O81472	MP3K2_ARATH	reviewed	Mitogen-activated protein kinase kinase kinase 9 (MAP kinase kinase kinase 9) (EC 2.7.11.24) (MAPK/ERK kinase kinase 2) (AtMEKK2) (Protein SUPPRESSOR OF MKK1 MKK2 1)	MEKK2 MAPKKK9 SUMM1 At4g08480 T15F16.3
Q39008	M3K1_ARATH	reviewed	Mitogen-activated protein kinase kinase kinase 1 (ARAKIN) (AtMEKK1) (MAP kinase kinase kinase 1) (EC 2.7.11.25)	MEKK1 At4g08500 T15F16.5
Q8H1F4	COPZ3_ARATH	reviewed	Coatomer subunit zeta-3 (Zeta-3-coat protein) (Zeta-COP 3)	At4g08520 T15F16.12
O81464	HIP24_ARATH	reviewed	Heavy metal-associated isoprenylated plant protein 24 (AtHIP24)	HIPP24 At4g08570 T15F16.6
Q681I0	ORTHL_ARATH	reviewed	E3 ubiquitin-protein ligase ORTHRUS-LIKE 1 (ORTH-LIKE 1) (EC 2.3.2.27) (Protein VARIANT IN METHYLATION 6) (RING-type E3 ubiquitin transferase ORTHRUS-LIKE 1)	ORTHL ORL1 VIM6 At4g08590 T15F16.7 T3F12.10
Q8RY83	PUP13_ARATH	reviewed	Probable purine permease 13 (AtPUP13)	PUP13 At4g08700 T32A17.10
Q9LDN9	PER37_ARATH	reviewed	Peroxidase 37 (Atperox P37) (EC 1.11.1.7) (ATP38)	PER37 P37 At4g08770 T32A17.80
Q94JV5	NILP2_ARATH	reviewed	Nitrilase-like protein 2 (EC 3.5.-.-)	NLP2 At4g08790 T32A17.100
Q8VZG8	MIK2_ARATH	reviewed	MDIS1-interacting receptor like kinase 2 (AtMIK2) (Probable LRR receptor-like serine/threonine-protein kinase At4g08850) (EC 2.7.11.1)	MIK2 At4g08850 T32A17.160
P46637	ARGI1_ARATH	reviewed	Arginase 1, mitochondrial (EC 3.5.3.1) (Agmatinase ARGAH1) (EC 3.5.3.11) (Arginine amidohydrolase 1)	ARGAH1 At4g08900 T3H13.7
A2RVU4	A2RVU4_ARATH	unreviewed	At4g08910 (Homeobox protein)	At4g08910 T3H13.6 T3H13_6
Q43125	CRY1_ARATH	reviewed	Cryptochrome-1 (AtCry) (Atcry1) (Blue light photoreceptor) (Protein BLUE LIGHT UNINHIBITED 1) (Protein ELONGATED HYPOCOTYL 4) (Protein OUT OF PHASE 2) (OOP2)	CRY1 BLU1 HY4 At4g08920 T3H13.14 T3H13.5
Q9ZPE7	EXO_ARATH	reviewed	Protein EXORDIUM	EXO At4g08950 T3H13.3
Q9C5N3	Q9C5N3_ARATH	unreviewed	Serine/threonine-protein phosphatase 2A activator (EC 5.2.1.8) (Phosphotyrosyl phosphatase activator)	At4g08960 T3H13.2 T3H13_2
Q9ZPE4	FBW2_ARATH	reviewed	F-box protein FBW2 (SKP1-interacting partner 18)	FBW2 SKIP18 At4g08980 T3H13.1
F4JJ94	F4JJ94_ARATH	unreviewed	General regulatory factor 1	GRF1 general regulatory factor 1 GF14 CHI At4g09000
P42643	14331_ARATH	reviewed	14-3-3-like protein GF14 chi (General regulatory factor 1)	GRF1 At4g09000 F23J3.30
P82281	TL29_ARATH	reviewed	Thylakoid lumenal 29 kDa protein, chloroplastic (TL29) (EC 1.-.-.-) (AtAPx07) (P29) (Probable L-ascorbate peroxidase 4)	TL29 APX4 At4g09010 F23J3.40
Q9M0S4	AGP10_ARATH	reviewed	Classical arabinogalactan protein 10	AGP10 At4g09030 F23J3.60
F4JJA3	F4JJA3_ARATH	unreviewed	Uncharacterized protein	At4g09060 F23J3.90 F23J3_90
Q9M0S1	Q9M0S1_ARATH	unreviewed	Uncharacterized protein At4g09060	At4g09060 F23J3.90 F23J3_90
Q9M0R7	ATL39_ARATH	reviewed	RING-H2 finger protein ATL39 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL39)	ATL39 At4g09100 F23J3.130 T8A17.4
Q9M0R0	BH081_ARATH	reviewed	Transcription factor bHLH81 (Basic helix-loop-helix protein 81) (AtbHLH81) (bHLH 81) (Transcription factor EN 72) (bHLH transcription factor bHLH081)	BHLH81 EN72 At4g09180 T8A17.70
P39207	NDK1_ARATH	reviewed	Nucleoside diphosphate kinase 1 (EC 2.7.4.6) (Nucleoside diphosphate kinase I) (NDK I) (NDP kinase I) (NDPK I)	NDK1 NDPK1 At4g09320 T30A10.80
Q94BS7	Q94BS7_ARATH	unreviewed	SPla/RYanodine receptor (SPRY) domain-containing protein	At4g09330 At4g09340 T30A10.100 T30A10_100
Q9M0P7	Q9M0P7_ARATH	unreviewed	Duplicated homeodomain-like superfamily protein	At4g09450 T15G18.130 T15G18_130
Q38851	MYB6_ARATH	reviewed	Transcription repressor MYB6 (Myb-related protein 6) (AtMYB6)	MYB6 At4g09460 T15G18.120
Q67XD9	CINV2_ARATH	reviewed	Alkaline/neutral invertase CINV2 (EC 3.2.1.26) (Alkaline/neutral invertase I) (A/N-INVI) (Cytosolic invertase 2)	CINV2 INVI At4g09510 T15G18.70
Q9M0N8	MZT1B_ARATH	reviewed	Mitotic-spindle organizing protein 1B (GCP3-interacting protein 1) (AtGIP1) (Mitotic-spindle organizing protein associated with a ring of gamma-tubulin 1B) (AtGIP1B)	GIP1 GIP1B At4g09550 T15G18.30
Q38869	CDPK4_ARATH	reviewed	Calcium-dependent protein kinase 4 (EC 2.7.11.1) (Calmodulin-domain protein kinase CDPK isoform 4)	CPK4 At4g09570 T25P22.10
Q8L586	Y4958_ARATH	reviewed	Uncharacterized membrane protein At4g09580	At4g09580 T25P22.20
D0EL35	CTC1_ARATH	reviewed	CST complex subunit CTC1 (Protein CONSERVED TELOMERE MAINTENANCE COMPONENT 1) (AtCTC1)	CTC1 At4g09680 F17A8.30
F4JKR3	F4JKR3_ARATH	unreviewed	Conserved telomere maintenance component 1	CTC1 ATCTC1 At4g09680 F17A8.30 F17A8_30
P34788	RS18_ARATH	reviewed	40S ribosomal protein S18	RPS18A PFL At1g22780 T22J18.5; RPS18B At1g34030 F12G12.15 T15K4.9; RPS18C At4g09800 F17A8.150
Q9FT81	TT8_ARATH	reviewed	Transcription factor TT8 (Basic helix-loop-helix protein 42) (AtbHLH42) (bHLH 42) (Protein TRANSPARENT TESTA 8) (Transcription factor EN 32) (bHLH transcription factor bHLH042)	TT8 BHLH42 EN32 At4g09820 F17A8.170
Q9SZ98	Q9SZ98_ARATH	unreviewed	Nuclear receptor family 2 group C protein	At4g09830 F17A8.180 F17A8_180
A8MQL9	A8MQL9_ARATH	unreviewed	K-box region and MADS-box transcription factor family protein	STK AGAMOUS-like 11 AGL11 SEEDSTICK At4g09960 T5L19.90 T5L19_90
F4JKV2	F4JKV2_ARATH	unreviewed	K-box region and MADS-box transcription factor family protein	STK AGAMOUS-like 11 AGL11 SEEDSTICK At4g09960 T5L19.90 T5L19_90
Q38836	AGL11_ARATH	reviewed	Agamous-like MADS-box protein AGL11 (Protein SEEDSTICK)	AGL11 STK At4g09960 T5L19.90
Q94AI4	METL1_ARATH	reviewed	N6-adenosine-methyltransferase non-catalytic subunit MTB (Methyltransferase-like protein 1) (Protein EMBRYO DEFECTIVE 1691) (Protein METTL14 homolog)	MTB EMB1691 At4g09980 T5L19.110
Q9T0G0	HSD5_ARATH	reviewed	11-beta-hydroxysteroid dehydrogenase-like 5 (EC 1.1.1.-) (17-beta-hydroxysteroid dehydrogenase-like 5) (EC 1.1.1.-) (Hydroxysteroid dehydrogenase 5) (AtHSD5)	HSD5 At4g10020 T5L19.150
Q9T0G2	CYC2_ARATH	reviewed	Cytochrome c-2 (Cytochrome c At4g10040)	CYTC-2 At4g10040 T5L19.170
Q8GSF0	Q8GSF0_ARATH	unreviewed	Transmembrane protein	At4g10080 At4g10080/T5L19_210 F28M11.2
Q9S7A3	MOC2A_ARATH	reviewed	Molybdopterin synthase sulfur carrier subunit (Molybdenum cofactor synthesis protein 2 small subunit) (Molybdenum cofactor synthesis protein 2A) (MOCS2A) (Sulfur carrier protein MOCS2A)	At4g10100 F28M11.20
Q8GW25	Q8GW25_ARATH	unreviewed	At4g10100 (RNA-binding (RRM/RBD/RNP motifs) family protein)	At4g10110 At4g10110/F28M11_30 F28M11.30 F28M11_30
O82623	O82623_ARATH	unreviewed	DNAJ heat shock N-terminal domain-containing protein (T9A4.1 protein)	T9A4.1 At4g10130 F28M11.50 F28M11_50
Q9SN29	Q9SN29_ARATH	unreviewed	Transmembrane protein	At4g10140 F28M11.60 F28M11_60
Q9SN27	ATL59_ARATH	reviewed	E3 ubiquitin-protein ligase ATL59 (EC 2.3.2.27) (RING-H2 finger protein ATL59) (RING-type E3 ubiquitin transferase ATL59)	ATL59 At4g10160 F28M11.80 T9A4.20
P48732	DET1_ARATH	reviewed	Light-mediated development protein DET1 (Protein DEETIOLATED 1)	DET1 At4g10180 F28M11.100 T9A4.13
O82617	BBX23_ARATH	reviewed	B-box zinc finger protein 23 (Protein DOUBLE B-BOX 4) (Protein SALT TOLERANCE HOMOLOG 6)	BBX23 DBB4 STH6 At4g10240 F24G24.40 T9A4.2
Q38806	HSP22_ARATH	reviewed	22.0 kDa heat shock protein (AtHsp22.0)	HSP22.0 At4g10250 F24G24.50 T9A4.7
F4JLM5	SYIC_ARATH	reviewed	Isoleucine--tRNA ligase, cytoplasmic (EC 6.1.1.5) (Isoleucyl-tRNA synthetase) (IleRS)	At4g10320 F24G24.120 T9A4.4
Q9SV88	Q9SV88_ARATH	unreviewed	Glycine-rich protein	At4g10330 F24G24.130 F24G24_130
Q9XF89	CB5_ARATH	reviewed	Chlorophyll a-b binding protein CP26, chloroplastic (LHCB5) (LHCIIc) (Light-harvesting complex II protein 5)	LHCB5 At4g10340 F24G24.140
Q9SV82	FBD40_ARATH	reviewed	FBD-associated F-box protein At4g10400	At4g10400 F24G24.200
F4JLP0	F4JLP0_ARATH	unreviewed	TMPIT-like protein	At4g10430 F7L13.10 F7L13_10
Q93XX0	Q93XX0_ARATH	unreviewed	TMPIT-like protein	At4g10430 F7L13.10 F7L13_10
Q9SZX9	RL92_ARATH	reviewed	60S ribosomal protein L9-2	RPL9D At4g10450 F7L13.30
Q944H1	Q944H1_ARATH	unreviewed	AT4g10470/F7L13_50 (At4g10470)	At4g10470 F7L13.50 F7L13_50
A8MQP6	A8MQP6_ARATH	unreviewed	Nascent polypeptide-associated complex (NAC), alpha subunit family protein	At4g10480 F7L13.60 F7L13_60
Q9SZY1	NACA4_ARATH	reviewed	Nascent polypeptide-associated complex subunit alpha-like protein 4 (NAC-alpha-like protein 4) (Alpha-NAC-like protein 4)	At4g10480 F7L13.60
Q9ZSA8	DLO1_ARATH	reviewed	Protein DMR6-LIKE OXYGENASE 1 (EC 1.14.11.-) (2-oxoglutarate (2OG)-Fe(II) oxygenase-like protein DLO1) (Protein SENESCENCE-ASSOCIATED GENE 108) (Salicylate 3-hydroxylase DLO1) (S3H DLO1) (SA 3-hydroxylase DLO1) (Salicylic acid 3-hydroxylase DLO1) (EC 1.14.13.-)	DLO1 SAG108 At4g10500 F3H7.16 F7L13.80
Q9ZSB0	SBT39_ARATH	reviewed	Subtilisin-like protease SBT3.9 (EC 3.4.21.-) (Subtilase subfamily 3 member 9) (AtSBT3.9)	SBT3.9 At4g10520 F3H7.14 F7L13.100
Q9ZSB1	SBT3A_ARATH	reviewed	Subtilisin-like protease SBT3.10 (EC 3.4.21.-) (Subtilase subfamily 3 member 10) (AtSBT3.10)	SBT3.10 At4g10530 F3H7.13 F7L13.110
Q9T0B9	Q9T0B9_ARATH	unreviewed	RING/FYVE/PHD zinc finger superfamily protein	At4g10600 T4F9.60 T4F9_60
F4JME0	F4JME0_ARATH	unreviewed	CTC-interacting domain 12	CID12 ATRBP37 CTC-interacting domain 12 RBP37 RNA-BINDING PROTEIN 37 At4g10610 T4F9.70 T4F9_70
Q9S7N9	CID12_ARATH	reviewed	Polyadenylate-binding protein-interacting protein 12 (PABP-interacting protein 12) (Poly(A)-binding protein-interacting protein 12) (PAM2-containing protein CID12) (Protein CTC-INTERACTING DOMAIN 12) (RNA-binding protein 37) (AtRBP37)	CID12 RBP37 At4g10610 F3H7.12 T4F9.70
O82491	SPT16_ARATH	reviewed	FACT complex subunit SPT16 (Facilitates chromatin transcription complex subunit SPT16)	SPT16 At4g10710 T12H20.3
O82486	MTA70_ARATH	reviewed	N6-adenosine-methyltransferase MT-A70-like (EC 2.1.1.348) (Protein EMBRYO DEFECTIVE 1706) (Protein METTL3 homolog)	MTA EMB1706 At4g10760 T12H20.6
O82484	DRL23_ARATH	reviewed	Putative disease resistance protein At4g10780	At4g10780 T12H20.8
O81632	O81632_ARATH	unreviewed	BTB/POZ domain protein (F8M12.23 protein)	F8M12.23 At4g10800 F25I24.10 F25I24_10
O81629	KLCR1_ARATH	reviewed	Protein KINESIN LIGHT CHAIN-RELATED 1	KLCR1 At4g10840 F25I24.50 F8M12.21
Q8LBF7	SWET7_ARATH	reviewed	Bidirectional sugar transporter SWEET7 (AtSWEET7) (Protein SUGARS WILL EVENTUALLY BE EXPORTED TRANSPORTERS 7)	SWEET7 At4g10850 F25I24.60 F8M12.20
O65155	KELP_ARATH	reviewed	RNA polymerase II transcriptional coactivator KELP	KELP At4g10920 F25I24.130 F8M12.6
Q93YV9	SKIP8_ARATH	reviewed	F-box protein SKIP8 (SKP1-interacting partner 8)	SKIP8 At4g10925 F25I24.140 F8M12.7
Q8L7I1	Y4193_ARATH	reviewed	Uncharacterized protein At4g10930	At4g10930 F25I24.140 F8M12.7
Q9SN58	UGE5_ARATH	reviewed	UDP-glucose 4-epimerase 5 (AtUGE5) (EC 5.1.3.2) (UDP-galactose 4-epimerase 5)	UGE5 At4g10960 F25I24.170 F8M12.10
F4JN75	F4JN75_ARATH	unreviewed	Ribosome maturation factor	At4g10970 F25I24.180 F25I24_180
F4JN76	F4JN76_ARATH	unreviewed	Ribosome maturation factor	At4g10970 F25I24.180 F25I24_180
Q9SN57	Q9SN57_ARATH	unreviewed	AT4G10970 protein (At4g10970) (Ribosome maturation factor)	At4g10970 F25I24.180 F25I24_180
O49203	NDK3_ARATH	reviewed	Nucleoside diphosphate kinase III, chloroplastic/mitochondrial (NDK III) (NDP kinase III) (NDPK III) (EC 2.7.4.6)	NDPK3 At4g11010 F25I24.220 F8M12.12
Q8H0Y8	WRK41_ARATH	reviewed	Probable WRKY transcription factor 41 (WRKY DNA-binding protein 41)	WRKY41 At4g11070 F2P3.16 T22B4.50
Q9T012	HMG13_ARATH	reviewed	High mobility group B protein 13 (Nucleosome/chromatin assembly factor group D 13)	HMGB13 NFD13 At4g11080 F2P3.3 T22B4.60
Q8VZ24	Q8VZ24_ARATH	unreviewed	Gelsolin protein	At4g11100 T22B4.80 T22B4_80
Q9T014	SPA2_ARATH	reviewed	Protein SPA1-RELATED 2	SPA2 At4g11110 F2P3.13 F2P3.14 T22B4.90
O82504	RDR2_ARATH	reviewed	RNA-dependent RNA polymerase 2 (AtRDRP2) (EC 2.7.7.48) (Protein SILENCING MOVEMENT DEFICIENT 1) (RNA-directed RNA polymerase 2)	RDR2 RDRP2 SMD1 At4g11130 F2P3.11
O82503	CRF1_ARATH	reviewed	Ethylene-responsive transcription factor CRF1 (Protein CYTOKININ RESPONSE FACTOR 1)	CRF1 ERF063 At4g11140 F2P3.5 T22B4.120
Q39258	VATE1_ARATH	reviewed	V-type proton ATPase subunit E1 (V-ATPase subunit E1) (Protein EMBRYO DEFECTIVE 2448) (Vacuolar H(+)-ATPase subunit E isoform 1) (Vacuolar proton pump subunit E1)	VHA-E1 EMB2448 TUF TUFF VATE At4g11150 F2P3.10 T22B4.130
O82499	IF1C_ARATH	reviewed	Translation initiation factor IF-1, chloroplastic	At4g11175 F2P3.7 T22B4.1
Q9SUT9	RTNLB_ARATH	reviewed	Reticulon-like protein B2 (AtRTNLB2) (VirB2-interacting protein 2)	RTNLB2 BTI2 At4g11220 F8L21.10
P48486	PP16_ARATH	reviewed	Serine/threonine-protein phosphatase PP1 isozyme 6 (EC 3.1.3.16) (Type one protein phosphatase 6)	TOPP6 PP1BG TOPP7 At4g11240 F8L21.30
Q9SUT6	Q9SUT6_ARATH	unreviewed	AGAMOUS-like 52 (MADS-box protein AGL52)	AGL52 AGAMOUS-like 52 At4g11250 F8L21.40 F8L21_40
Q9SUT5	SGT1B_ARATH	reviewed	Protein SGT1 homolog B (AtSGT1b) (Protein ENHANCED DOWNY MILDEW 1) (Protein ENHANCER OF TIR1-1 AUXIN RESISTANCE 3) (Suppressor of G2 allele of SKP1 homolog B)	SGT1B EDM1 ETA3 RPR1 At4g11260 F8L21.50
Q9SAR0	1A16_ARATH	reviewed	1-aminocyclopropane-1-carboxylate synthase 6 (ACC synthase 6) (EC 4.4.1.14) (S-adenosyl-L-methionine methylthioadenosine-lyase 6)	ACS6 ACC6 At4g11280 F8L21.70
Q9SUT0	RDL4_ARATH	reviewed	Probable cysteine protease RDL4 (EC 3.4.22.-) (Cysteine protease 1) (AtCP1) (Probable cysteine proteinase At4g11310) (RD21A-like protease 4)	RDL4 CP1 At4g11310 F8L21.100
Q39025	MPK5_ARATH	reviewed	Mitogen-activated protein kinase 5 (AtMPK5) (MAP kinase 5) (EC 2.7.11.24)	MPK5 At4g11330 F8L21.120
Q9SUS4	RHA1A_ARATH	reviewed	Probable E3 ubiquitin-protein ligase RHA1A (EC 2.3.2.27) (RING-H2 finger A1a) (RING-H2 zinc finger protein RHA1a) (RING-type E3 ubiquitin transferase RHA1A)	RHA1A At4g11370 F8L21.160
F4JNZ8	F4JNZ8_ARATH	unreviewed	Beta-adaptin-like protein	At4g11380
Q9SUS3	APBLB_ARATH	reviewed	Beta-adaptin-like protein B (At-bB-Ad) (At-betaB-Ad) (AP complex subunit beta-B) (Adaptor protein complex AP subunit beta-B) (Beta-adaptin B) (Clathrin assembly protein complex beta large chain B)	BETAB-AD At4g11380 F8L21.170
Q2V3J6	DF202_ARATH	reviewed	Putative defensin-like protein 202	At4g11393 F25E4
Q9LDD4	ARID2_ARATH	reviewed	AT-rich interactive domain-containing protein 2 (ARID domain-containing protein 2) (ARID and ELM2 domain-containing protein 2)	ARID2 At4g11400 F25E4.20
Q9LD55	EIF3A_ARATH	reviewed	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 large subunit) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta) (p114)	TIF3A1 At4g11420 F25E4.40
Q9LDT0	CRK30_ARATH	reviewed	Putative cysteine-rich receptor-like protein kinase 30 (Cysteine-rich RLK30) (EC 2.7.11.-)	CRK30 At4g11460 F25E4.80
Q9LDM5	CRK31_ARATH	reviewed	Putative cysteine-rich receptor-like protein kinase 31 (Cysteine-rich RLK31) (EC 2.7.11.-)	CRK31 At4g11470 F25E4.90
Q9LDS6	CRK32_ARATH	reviewed	Putative cysteine-rich receptor-like protein kinase 32 (Cysteine-rich RLK32) (EC 2.7.11.-)	CRK32 At4g11480 F25E4.100
Q9LDN1	CRK33_ARATH	reviewed	Putative cysteine-rich receptor-like protein kinase 33 (Cysteine-rich RLK33) (EC 2.7.11.-)	CRK33 At4g11490 F25E4.110
Q9LDD5	PYRP2_ARATH	reviewed	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase, chloroplastic (AtPyrP2) (EC 3.1.3.104) (5-amino-6-ribitylamino-2,4(1H,3H)-pyrimidinedione 5'-phosphate phosphatase) (ARPP phosphatase) (Haloacid dehalogenase-like hydrolase domain-containing protein)	PYRP2 At4g11570 F25E4.190
Q9T0C7	FB231_ARATH	reviewed	F-box protein At4g11590	At4g11590 T5C23.20
O48646	GPX6_ARATH	reviewed	Probable phospholipid hydroperoxide glutathione peroxidase 6, mitochondrial (AtGPX1) (PHGPx) (EC 1.11.1.12)	GPX6 GPX1 At4g11600 T5C23.30
Q9T0D3	HFB2B_ARATH	reviewed	Heat stress transcription factor B-2b (AtHsfB2b) (AtHsf-11) (Heat shock factor protein 7) (HSF 7) (Heat shock transcription factor 7) (HSTF 7)	HSFB2B HSF11 HSF7 At4g11660 T5C23.90
Q93Z92	RING4_ARATH	reviewed	E3 ubiquitin-protein ligase At4g11680 (EC 2.3.2.27) (RING finger protein At4g11680) (RING-type E3 ubiquitin transferase At4g11680)	At4g11680 T5C23.110
Q9T050	SPXM2_ARATH	reviewed	SPX domain-containing membrane protein At4g11810	At4g11810 T26M18.20
Q9T051	PLDG2_ARATH	reviewed	Phospholipase D gamma 2 (AtPLDgamma2) (PLD gamma 2) (EC 3.1.4.4)	PLDGAMMA2 At4g11830 T26M18.40
Q9T052	PLDG3_ARATH	reviewed	Phospholipase D gamma 3 (AtPLDgamma3) (PLD gamma 3) (EC 3.1.4.4)	PLDGAMMA3 At4g11840 T26M18.50
F4JPT1	F4JPT1_ARATH	unreviewed	Interleukin-1 receptor-associated kinase 4 protein	At4g11845
